"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2017917,"May 27, 2021",Ohio,"Cleveland (Garfield Heights)","5015 Turney Rd",0,1,N/A
2017277,"May 27, 2021",Massachusetts,"Marlborough (Marlboro)","47 Briarwood Ln",0,1,N/A
2017900,"May 27, 2021",Missouri,"Kansas City","2500 block of E 68th Ter",1,0,N/A
2017660,"May 27, 2021",Tennessee,Springfield,"4426 Kinneys Rd",0,1,N/A
2018724,"May 27, 2021","New York","New Rochelle","Beechwood Ave",0,0,N/A
2017849,"May 27, 2021",Virginia,Norfolk,"I-264 and VA-337",0,0,N/A
2020362,"May 27, 2021",Illinois,Maywood,"914 S 5th Ave",1,0,N/A
2017843,"May 27, 2021",Virginia,"Virginia Beach","6000 block of Indian River Rd",0,1,N/A
2018698,"May 27, 2021",Tennessee,Nashville,"Whites Creek Pike and Moormans Arm Rd",0,1,N/A
2017812,"May 27, 2021",California,Oakland,"20th St and E 22nd Ave",0,1,N/A
2017806,"May 27, 2021","New Jersey",Paterson,"83 Broadway",0,1,N/A
2017798,"May 27, 2021",Florida,Maitland,"427 E Kennedy Blvd",0,2,N/A
2017795,"May 27, 2021",California,"Daly City","6000 block of Mission St",1,1,N/A
2017818,"May 27, 2021",Tennessee,"Johnson City","100 block of Buffalo St",0,1,N/A
2017792,"May 27, 2021","New Jersey",Newark,"100 block of S 7th St",0,1,N/A
2017189,"May 27, 2021",Texas,Houston,"926 Lester St",0,1,N/A
2017437,"May 27, 2021",Kentucky,Louisville,"Central Ave and Montana Ave",1,0,N/A
2017563,"May 27, 2021",Texas,Houston,"5128 Silver Creek Dr",0,1,N/A
2017762,"May 27, 2021",Virginia,Norfolk,"2500 block of West Ave",0,1,N/A
2017713,"May 27, 2021",Virginia,Roanoke,"4800 block of Rutgers St NW",0,1,N/A
2018668,"May 27, 2021","New Jersey",Elizabeth,"411 Irvington Ave",0,0,N/A
2017741,"May 27, 2021",Louisiana,"New Orleans","3700 block of Erato St",0,1,N/A
2017997,"May 27, 2021",Pennsylvania,Pittsburgh,"700 block of E Warrington Ave",1,0,N/A
2020295,"May 27, 2021","New Mexico",Albuquerque,"10605 Walker Dr NE",0,1,N/A
2018656,"May 27, 2021",Illinois,Decatur,"E Olive St and N Woodford St",0,0,N/A
2017728,"May 27, 2021",Alabama,Mobile,"Rotterdam St",0,1,N/A
2018654,"May 27, 2021",California,"San Diego","2200 Ocean View Blvd",0,1,N/A
2017725,"May 27, 2021",Alabama,Mobile,"Duval St",0,1,N/A
2017676,"May 27, 2021",Alaska,Anchorage,"Valley St",0,1,N/A
2019420,"May 27, 2021",Louisiana,"New Orleans","Franklin Ave",0,0,N/A
2017790,"May 27, 2021",Virginia,Norfolk,"6600 block of Paul Jones Ln",1,1,N/A
2018048,"May 27, 2021",Kentucky,"Bowling Green","352 Cherry Way",0,1,N/A
2017642,"May 27, 2021",Illinois,Chicago,"1700 block of E 95th St",0,1,N/A
2017743,"May 27, 2021",Illinois,Athens,"300 block of S Adams St",0,1,N/A
2018118,"May 27, 2021",Arizona,Phoenix,"4730 N 19th Ave",1,0,N/A
2018575,"May 27, 2021",Illinois,Peoria,"W Trewyn Ave and S Idaho St",0,1,N/A
2017613,"May 27, 2021","New York","New York (Manhattan)","E 104th St and 2nd Ave",0,1,N/A
2019355,"May 27, 2021",Ohio,Columbus,"2727 Azelda St",0,1,N/A
2017608,"May 27, 2021",Texas,"Fort Worth","3800 block of Frazier Ave",0,1,N/A
2018582,"May 27, 2021",Massachusetts,"Yarmouth Port","8 Plymouth Rd",0,0,N/A
2017721,"May 27, 2021",Illinois,Peoria,"3720 W Hedgehill Ln",1,0,N/A
2018571,"May 27, 2021",Michigan,Detroit,"7400 block of Brentwood St",1,0,N/A
2017973,"May 27, 2021",Alabama,Birmingham,"2301 Ensley Ave",1,0,N/A
2018210,"May 27, 2021",Texas,Houston,"1412 Cavalcade St",1,0,N/A
2018559,"May 27, 2021",Iowa,Waterloo,"1433 Byron Ave",1,0,N/A
2018009,"May 27, 2021",California,Fresno,"2674 E Clinton Ave",1,0,N/A
2019231,"May 27, 2021",Mississippi,"Moss Point","4900 block of Lilly Cir",1,0,N/A
2018527,"May 27, 2021",California,Sacramento,"Fulton Ave and Sierra Blvd",0,1,N/A
2018529,"May 27, 2021",California,Stockton,"1621 Brookside Rd",0,0,N/A
2017531,"May 27, 2021",Maryland,Baltimore,"6609 Reisterstown Rd",0,0,N/A
2017527,"May 27, 2021",Indiana,Gary,"E 49th Ave and Broadway",0,1,N/A
2017522,"May 27, 2021",Maryland,Baltimore,"300 block of N Franklintown Rd",0,1,N/A
2017519,"May 27, 2021",Maryland,Baltimore,"100 Light St",0,2,N/A
2019201,"May 27, 2021","North Carolina",Maxton,"300 block of Carolina Ave",0,0,N/A
2018511,"May 27, 2021",Wisconsin,"Green Bay","700 block of Badger St",0,0,N/A
2017473,"May 27, 2021","District of Columbia",Washington,"300 Indiana Ave",0,0,N/A
2018506,"May 27, 2021",Wisconsin,"Green Bay","544 Acme St",0,1,N/A
2020914,"May 27, 2021","District of Columbia",Washington,"1500 block of Constitution Ave NW",0,0,N/A
2018495,"May 27, 2021","North Carolina",Durham,"1200 block of Fayetteville St",0,5,N/A
2017446,"May 27, 2021",Georgia,Jonesboro,"River Rd",1,0,N/A
2018475,"May 27, 2021",Texas,"Port Arthur","4020 FM 365",1,0,N/A
2017434,"May 27, 2021",Kentucky,Louisville,"1600 block of 11th St",1,1,N/A
2019120,"May 27, 2021",Texas,Abilene,"400 block of Meander St",0,0,N/A
2017429,"May 27, 2021",Georgia,"Forest Park","5530 Old Dixie Hwy",1,0,N/A
2018305,"May 27, 2021","South Carolina",Columbia,"1000 block of Frasier St",1,0,N/A
2018461,"May 27, 2021",Texas,"Fort Worth","3700 block of E Rosedale St",0,0,N/A
2018294,"May 27, 2021",Illinois,Taylorsville,"100 block of S Main St",1,1,N/A
2018053,"May 27, 2021","North Carolina",Charlotte,"4330 Old Interstate Rd",0,1,N/A
2018330,"May 27, 2021",California,"La Puente","18600 block of Villa Park St",1,0,N/A
2017854,"May 27, 2021",Texas,Houston,"6603 Hirsch Rd",0,1,N/A
2017368,"May 27, 2021",Kansas,Topeka,"1100 block of SW 17th St",1,0,N/A
2017760,"May 27, 2021",Texas,Houston,"13125 Indianapolis St",1,0,N/A
2020839,"May 27, 2021","South Carolina",Eutawville,US-176,0,1,N/A
2018426,"May 27, 2021",Maryland,Baltimore,N/A,0,1,N/A
2017317,"May 27, 2021",Georgia,Decatur,I-285,0,1,N/A
2018409,"May 27, 2021",Maryland,Baltimore,"1400 block of Central Ave",0,1,N/A
2017658,"May 27, 2021",Tennessee,Clarksville,"3300 block of Durrett Dr",1,0,N/A
2018404,"May 27, 2021",Maryland,Cambridge,"600 block of Greenwood Ave",0,1,N/A
2018251,"May 27, 2021","New York","Corona (Queens)","Archer Ave and Sutphin Blvd",0,1,N/A
2018376,"May 27, 2021","New York",Bronx,"2160 Seward Ave",0,1,N/A
2018365,"May 27, 2021",California,Oakland,"2300 block of San Pablo Ave",0,1,N/A
2018357,"May 27, 2021",California,Oakland,"1400 block of 7th St",0,1,N/A
2018354,"May 27, 2021","District of Columbia",Washington,"400 block of W St NW",0,1,N/A
2017466,"May 27, 2021","District of Columbia",Washington,"50 block of Sheridan St NE",1,0,N/A
2017090,"May 27, 2021","District of Columbia",Washington,"3030 14th St NW",0,1,N/A
2018321,"May 27, 2021",Illinois,Decatur,"E Walnut St and N Folk St",0,0,N/A
2018269,"May 27, 2021",Georgia,Savannah,"Colleen Dr",0,1,N/A
2018262,"May 27, 2021",Texas,Waco,"Sanger Ave and N 29th St",0,0,N/A
2018257,"May 27, 2021",Texas,"Wichita Falls","1315 Central E Fwy",0,1,N/A
2017294,"May 27, 2021",Georgia,Atlanta,"Peyton Rd SW and MLK Jr Dr SW",1,0,N/A
2018235,"May 27, 2021",Georgia,Atlanta,"2100 block of Larchwood Rd",1,0,N/A
2017580,"May 27, 2021",Texas,"Fort Worth","3700 block of Seven Gables St",0,2,N/A
2018223,"May 27, 2021",Georgia,Atlanta,"30 Alabama St SW",0,2,N/A
2017583,"May 27, 2021",Texas,Irving,"1005 E Hunter Ferrell Rd",1,1,N/A
2018193,"May 27, 2021",Wisconsin,Milwaukee,"3410 N 12th St",0,1,N/A
2018189,"May 27, 2021",Wisconsin,Milwaukee,"N 27th St and W Ruby Ave",0,1,N/A
2017066,"May 27, 2021",Indiana,Indianapolis,"E 14th St and N Colorado Ave",0,1,N/A
2017064,"May 27, 2021",California,Sacramento,"Roseville Rd and Connie Dr",0,1,N/A
2017983,"May 27, 2021",Wisconsin,Milwaukee,"500 block of Lapham Blvd",1,2,N/A
2018249,"May 27, 2021","New York",Brooklyn,"305 Madison St",0,1,N/A
2018167,"May 27, 2021",Michigan,Detroit,"17100 block of Pelkey St",1,0,N/A
2017962,"May 27, 2021",Oklahoma,Tulsa,"1120 S Utica Ave",0,2,N/A
2017546,"May 27, 2021",Michigan,Detroit,"Margareta St and Rosemont Ave",1,0,N/A
2017041,"May 27, 2021",Indiana,Indianapolis,"3731 N Shadeland Ave",0,3,N/A
2018150,"May 27, 2021",Michigan,Detroit,"W Seven Mile Rd and Stahelin Ave",0,1,N/A
2017845,"May 27, 2021",Florida,Miami,"3500 NW 37th Ave",0,3,N/A
2018141,"May 27, 2021",Michigan,Detroit,"15400 block of Ilene St",0,1,N/A
2018134,"May 27, 2021",Minnesota,"Saint Paul","1400 block of Lincoln Ave",0,0,N/A
2017754,"May 27, 2021",Florida,"Coral Springs","NW 95th Ave and Royal Palm Blvd",1,1,N/A
2018133,"May 27, 2021",Florida,Miami,"NW 39th St and N Miami Ave",0,0,N/A
2018125,"May 27, 2021",Arizona,Tempe,"1855 E Don Carlos Ave",0,1,N/A
2018116,"May 27, 2021",Florida,Jacksonville,"900 Huron St",0,1,N/A
2018886,"May 27, 2021",Massachusetts,Lowell,"99 Jewett St",0,2,N/A
2018113,"May 27, 2021",Florida,Naples,"302 Fillmore St",0,0,N/A
2016992,"May 27, 2021",Illinois,Chicago,"7200 block of S Winchester Ave",0,1,N/A
2018869,"May 27, 2021",Nebraska,"Grand Island","400 block of W 13th St",0,1,N/A
2018091,"May 27, 2021",Illinois,Chicago,"6800 block of S Calumet Ave",0,1,N/A
2016594,"May 27, 2021",Illinois,Chicago,"7552 S Chappel Ave",1,0,N/A
2018828,"May 27, 2021",Mississippi,Jackson,"4200 block of Sunset Dr",1,0,N/A
2018825,"May 27, 2021",Mississippi,Richland,N/A,1,0,N/A
2018822,"May 27, 2021",Mississippi,"Moss Point","4900 block of Lilly Cir",1,0,N/A
2018073,"May 27, 2021","South Carolina",Sumter,"4500 block of Cotton Acres Rd",0,2,N/A
2018808,"May 27, 2021",Alabama,Montgomery,"1000 block of Oak St",1,0,N/A
2018805,"May 27, 2021",Alabama,Montgomery,"3500 block of Faro Ct",1,1,N/A
2017680,"May 27, 2021",Alabama,Daleville,"2600 block of US-84",1,0,N/A
2018798,"May 27, 2021",Alabama,Childersburg,"100 Hagan Ave",1,1,N/A
2017979,"May 27, 2021",Alabama,Mobile,"1700 block of Main St",1,0,N/A
2018067,"May 27, 2021","North Carolina","New Bern","Main St and Pavie Ave",1,0,N/A
2018063,"May 27, 2021","North Carolina",Greenville,"3100 Stantonsburg Rd",1,1,N/A
2017882,"May 27, 2021",Kentucky,"Mount Sterling",N/A,0,0,N/A
2018792,"May 27, 2021",Pennsylvania,Reading,"1300 block of Good St",0,1,N/A
2018789,"May 27, 2021",Pennsylvania,Philadelphia,"N Water St and E Ontario St",1,0,N/A
2018708,"May 27, 2021",Kentucky,"West Point","20 Dixie Hwy",0,0,N/A
2018639,"May 27, 2021",Tennessee,Memphis,"Yale Ave",0,3,N/A
2018762,"May 27, 2021",Ohio,Youngstown,"Glenwood Ave and Cohasset Dr",0,1,N/A
2017995,"May 27, 2021",Pennsylvania,Philadelphia,"Adams Ave and Romain St",0,1,N/A
2017858,"May 27, 2021",Kentucky,Lexington,"E 6th St and Chestnut St",0,2,N/A
2018758,"May 27, 2021",Ohio,Dayton,"616 Summit Square Dr",0,1,N/A
2017672,"May 27, 2021",Tennessee,Cleveland,"1017 3rd St SE",1,0,N/A
2018594,"May 27, 2021",Virginia,Roanoke,"Lombardy Ave NW and Forest Park Blvd NW",0,0,N/A
2017902,"May 27, 2021",Ohio,Columbus,"3685 E Livingston Ave",0,1,N/A
2017951,"May 27, 2021",Missouri,"Saint Louis","5303 Lucas-Hunt Rd",0,0,N/A
2017948,"May 27, 2021",Missouri,"Kansas City","10500 E 42nd St",1,0,N/A
2017682,"May 27, 2021",Virginia,Richmond,"Dellwood St and Penick Rd",0,1,N/A
2016807,"May 26, 2021",Ohio,Cincinnati,"900 Sycamore St",0,1,N/A
2018744,"May 26, 2021",Ohio,Euclid,"100 block of E 265th St",1,0,N/A
2017923,"May 26, 2021",Missouri,Columbia,"1004 N Stadium Blvd",1,0,N/A
2016794,"May 26, 2021",Louisiana,Shreveport,"4345 Illinois Ave",0,1,N/A
2016791,"May 26, 2021",Ohio,Cleveland,"Rugby Rd",0,1,N/A
2016789,"May 26, 2021",Ohio,Cleveland,"400 block of E 123rd St",1,0,N/A
2016787,"May 26, 2021","North Carolina",Marshville,"6010 Marshville Blvd",0,0,N/A
2019538,"May 26, 2021",California,Merced,"1000 block of R St",0,1,N/A
2016800,"May 26, 2021",Louisiana,Crowley,"200 Westwood Dr",1,0,N/A
2016767,"May 26, 2021",Louisiana,"New Orleans","Orleans Ave and N Broad St",0,1,N/A
2016740,"May 26, 2021","North Carolina",Burlington,"Huffman Mill Rd",0,0,N/A
2016731,"May 26, 2021","North Carolina","High Point","Triangle Lake Rd",0,1,N/A
2016718,"May 26, 2021",Ohio,Cincinnati,"800 block of Dutch Colony Dr",0,2,N/A
2016713,"May 26, 2021",Minnesota,Minneapolis,"3023 17th Ave S",0,1,N/A
2017094,"May 26, 2021",Texas,"San Angelo","2400 block of N Lillie St",1,0,N/A
2017831,"May 26, 2021",Florida,"Miami Beach","Meridian Ave and 18th St",0,1,N/A
2016674,"May 26, 2021",Minnesota,Minneapolis,"Morgan Ave N and Golden Valley Rd",0,2,N/A
2017829,"May 26, 2021",Florida,Crestview,"W Edney Ave and Field Ave W",0,0,N/A
2015849,"May 26, 2021",Illinois,Chicago,"7200 block of S Princeton Ave",0,4,N/A
2020356,"May 26, 2021","New Mexico",Roswell,"200 block of W Forest St",0,0,N/A
2016660,"May 26, 2021",California,"Los Angeles","400 block of E 49th St",1,0,N/A
2017801,"May 26, 2021","New York",Buffalo,"50 block of Humason Ave",0,1,N/A
2016644,"May 26, 2021",California,"Los Angeles (Hollywood)",US-101,0,1,N/A
2016638,"May 26, 2021",California,Anaheim,"600 block of S Olive St",1,0,N/A
2017787,"May 26, 2021","New York",Rochester,"Mazda Terr",0,2,N/A
2017779,"May 26, 2021","New Jersey",Newark,"46 N Munn Ave",0,1,N/A
2015740,"May 26, 2021",Arizona,"San Tan Valley","W White Canyon Rd",1,0,N/A
2016624,"May 26, 2021",Illinois,Chicago,"9207 S Phillips Ave",0,1,N/A
2016373,"May 26, 2021",Texas,Houston,"5500 De Soto St",1,2,N/A
2016729,"May 26, 2021",Louisiana,"Westwego (Bridge City)","1433 Utah Beach Dr",1,0,N/A
2016622,"May 26, 2021",Illinois,Chicago,"10700 S Ave O",0,1,N/A
2017733,"May 26, 2021",Louisiana,Violet,"3000 block of Stacie Dr",0,1,N/A
2016618,"May 26, 2021",California,Oakland,"3200 block of 35th Ave",1,0,N/A
2016616,"May 26, 2021",Illinois,Chicago,N/A,0,1,N/A
2015730,"May 26, 2021",California,"San Jose","101 W Younger Ave",10,0,N/A
2016613,"May 26, 2021",Illinois,Chicago,"W 98th St and S Halsted St",0,1,N/A
2016612,"May 26, 2021",Kentucky,Lexington,"300 block of S Broadway",0,0,N/A
2016608,"May 26, 2021",Illinois,Chicago,"S Ada St and W Marquette Rd",0,3,N/A
2016284,"May 26, 2021",Texas,Arlington,"2305 Windsprint Way",3,1,N/A
2017738,"May 26, 2021",Iowa,Davenport,"3200 N Marquette St",0,1,N/A
2017730,"May 26, 2021",Tennessee,Madison,"Lanier Dr",0,0,N/A
2016573,"May 26, 2021",Utah,"Salt Lake City (West Valley City)","2965 W 3500 S",1,0,N/A
2017727,"May 26, 2021","New York",Rochester,"700 Exchange St",0,0,N/A
2016241,"May 26, 2021","District of Columbia",Washington,"3700 block of Minnesota Ave NE",0,2,N/A
2016558,"May 26, 2021",Virginia,Richmond,"I-95 and Chamberlayne Ave",0,0,N/A
2017719,"May 26, 2021","New York","Albany (Colonie)","Central Ave and Osborne Rd",0,0,N/A
2017717,"May 26, 2021",Iowa,"Mason City","6th St NW",0,1,N/A
2016648,"May 26, 2021",Virginia,Springfield,"8000 block of Flint St",2,0,N/A
2018335,"May 26, 2021",Nevada,"Las Vegas","8025 Dean Martin Dr",0,0,N/A
2017675,"May 26, 2021",Alaska,Anchorage,"E 88th Ave and Abbott Rd",0,0,N/A
2016843,"May 26, 2021",Arkansas,"Little Rock","5600 block of University Ave",1,2,N/A
2017619,"May 26, 2021","New York","Staten Island","Richmond Ave",0,0,N/A
2016462,"May 26, 2021",Mississippi,Brookhaven,"101 Amite Rd",2,0,N/A
2016779,"May 26, 2021",Ohio,Columbus,"1526 Omar Dr",1,0,N/A
2017562,"May 26, 2021",Texas,Amarillo,"705 NW 4th Ave",0,0,N/A
2021023,"May 26, 2021",Illinois,Urbana,"1100 block of Austin Dr",0,0,N/A
2015944,"May 26, 2021",Minnesota,"Minneapolis (Brooklyn Park)","6390 Douglas Dr N",2,0,N/A
2017554,"May 26, 2021",Georgia,Columbus,"Colorado St and Rigdon Rd",0,1,N/A
2017441,"May 26, 2021",Michigan,Marcellus,"11543 Van Buren St",1,0,N/A
2021762,"May 26, 2021",Michigan,Cadillac,"5926 E M-55",0,0,N/A
2016378,"May 26, 2021",Maryland,Baltimore,"1500 block of St Paul St",0,1,N/A
2016247,"May 26, 2021",Georgia,Albany,"1712 Melrose Dr",0,1,N/A
2016362,"May 26, 2021",Iowa,Waterloo,"5535 Dysart Rd",0,0,N/A
2016245,"May 26, 2021",Georgia,Albany,"1600 Block of Cromartie Beach Dr",0,1,N/A
2017512,"May 26, 2021",Maryland,Hagerstown,"200 block of Jonathan St",0,0,N/A
2016301,"May 26, 2021",Delaware,Delmar,"36000 block of Providence Church Rd",0,0,N/A
2016386,"May 26, 2021",Maryland,Baltimore,N/A,0,1,N/A
2016235,"May 26, 2021","District of Columbia",Washington,"2200 block of Martin Luther King Jr Ave SE",0,1,N/A
2017479,"May 26, 2021","District of Columbia",Washington,"Stanton Rd SE and Trenton Pl SE",0,1,N/A
2017478,"May 26, 2021","District of Columbia",Washington,"3200 block of D St SE",0,1,N/A
2017474,"May 26, 2021",Michigan,"Grand Rapids","1300 block of Ewing St",0,1,N/A
2018501,"May 26, 2021","North Carolina",Salisbury,"Cone Dr",0,0,N/A
2017455,"May 26, 2021",Michigan,Flint,"Blackberry Ln and Greenbrook Ln",0,1,N/A
2016025,"May 26, 2021",Colorado,Aurora,"1000 block of S Elkhart Way",1,0,N/A
2017496,"May 26, 2021",Delaware,Hartly,"700 block of Proctors Purchase Rd",1,0,N/A
2016085,"May 26, 2021",Florida,"Winter Garden","Horizon St",0,3,N/A
2018462,"May 26, 2021",Kansas,Wichita,"N Park Pl and E 26th St N",0,1,N/A
2017395,"May 26, 2021",Kansas,Wichita,"5700 block of E Lincoln St",0,1,N/A
2016053,"May 26, 2021",Colorado,Denver,"900 block of King St",0,1,N/A
2016051,"May 26, 2021",Indiana,Indianapolis,"9700 block of E 42nd St",0,1,N/A
2018418,"May 26, 2021",Maryland,Baltimore,"Ramsay St and Bentalou St",0,1,N/A
2016020,"May 26, 2021",Indiana,Indianapolis,"10202 John Jay Dr",1,0,N/A
2018239,"May 26, 2021",Arizona,Topock,"Beach Dr",1,0,N/A
2016006,"May 26, 2021",Indiana,"South Bend","Frances St and Sorin St",0,1,N/A
2017310,"May 26, 2021",California,"Walnut Creek",I-680,0,1,N/A
2016754,"May 26, 2021",Texas,"Flower Mound","2921 Termaine Dr",0,2,N/A
2017279,"May 26, 2021",Mississippi,"Crystal Springs","Thomas Cir",1,0,N/A
2015870,"May 26, 2021",Florida,Jacksonville,"3500 Hyacinth St",1,0,N/A
2015867,"May 26, 2021",Florida,Jacksonville,"W Beaver St and Halsema Rd S",1,0,N/A
2017258,"May 26, 2021",Wisconsin,Madison,"5810 Thrush Ln",0,1,N/A
2017256,"May 26, 2021",California,Bakersfield,"Casa Loma Dr and Cottonwood Rd",0,1,N/A
2017037,"May 26, 2021","New Mexico",Albuquerque,"Dennis Chavez Blvd and Coors Blvd SW",0,1,N/A
2017243,"May 26, 2021",Mississippi,Gulfport,N/A,0,1,N/A
2017230,"May 26, 2021",Massachusetts,Pittsfield,"Francis Ave",0,0,N/A
2017226,"May 26, 2021",Mississippi,"Moss Point","Hilma St",0,2,N/A
2017204,"May 26, 2021",California,"Long Beach","100 block of W 52nd St",0,0,N/A
2015821,"May 26, 2021",Florida,"Fort Myers","14088 Palm Beach Blvd",0,0,N/A
2018172,"May 26, 2021",Florida,"Winter Haven","Fern Rd and Maggie Cir",0,2,N/A
2017194,"May 26, 2021",Texas,Houston,"6767 Bennington St",0,1,N/A
2017140,"May 26, 2021",Texas,"San Antonio","900 N Main Ave",0,1,N/A
2017173,"May 26, 2021",Texas,Houston,"14501 Empanada Dr",0,1,N/A
2016689,"May 26, 2021",Minnesota,Minneapolis,"4600 block of Lyndale Ave N",0,1,N/A
2018217,"May 26, 2021","New York",Troy,N/A,0,0,N/A
2015776,"May 26, 2021",Wisconsin,Milwaukee,"S 21st St and W Rogers St",0,1,N/A
2015892,"May 26, 2021","New Hampshire",Manchester,"1454 Union St",1,0,N/A
2015797,"May 26, 2021",Arizona,Mesa,"1120 S Sycamore Rd",1,0,N/A
2017092,"May 26, 2021",Indiana,Brownsburg,"200 N Green St",0,1,N/A
2015766,"May 26, 2021",Arizona,Phoenix,"51st Ave and McDowell Rd",0,1,N/A
2016083,"May 26, 2021",Indiana,Indianapolis,"3400 N Hawthorne Ln",1,0,N/A
2016022,"May 26, 2021",Colorado,Aurora,"I-225 and S Parker Rd",0,1,N/A
2017052,"May 26, 2021",Indiana,Richmond,"380 Hub Etchison Parkway",0,0,N/A
2017034,"May 26, 2021",Texas,Houston,"600 E Anderson Rd",0,1,N/A
2017032,"May 26, 2021",Illinois,Chicago,"2000 block of W Moffat St",0,0,N/A
2017027,"May 26, 2021",Minnesota,"Saint Paul","629 Rice St",0,1,N/A
2018146,"May 26, 2021",Michigan,Detroit,"Joy Rd and Trinity St",0,1,N/A
2017023,"May 26, 2021",Minnesota,"Saint Paul","1000 block of Walsh St",0,0,N/A
2017391,"May 26, 2021",Kansas,Olathe,"1110 E Santa Fe St",0,1,N/A
2017877,"May 26, 2021","New York","Huntington Station","211 E 17th St",0,0,N/A
2017020,"May 26, 2021",Connecticut,"New Haven","500 block of Sherman Pkwy",1,0,N/A
2017001,"May 26, 2021",Massachusetts,"North Attleboro","64 High St",1,0,N/A
2017019,"May 26, 2021",Massachusetts,Boston,"Shawmut Ave",0,0,N/A
2016626,"May 26, 2021",Illinois,Chicago,"2139 S Western Ave",0,1,N/A
2017005,"May 26, 2021",Illinois,Chicago,"6600 block of S Evans Ave",0,1,N/A
2017003,"May 26, 2021",Massachusetts,Quincy,"291 Newport Ave",0,0,N/A
2015728,"May 26, 2021","New York",Bronx,"1102 Sherman Ave",0,1,N/A
2016999,"May 26, 2021",Illinois,Chicago,"1500 block of W 71st St",0,1,N/A
2016997,"May 26, 2021",Illinois,Chicago,"1300 block of W 90th St",0,1,N/A
2016512,"May 26, 2021",Illinois,Chicago,"100 block of E 113th Pl",1,0,N/A
2016986,"May 26, 2021",Illinois,Chicago,"1700 block of E 57th St",0,2,N/A
2016983,"May 26, 2021",Illinois,Chicago,"6700 block of S Wood St",0,1,N/A
2016977,"May 26, 2021","New York","New York (Manhattan)","1952 2nd Ave",0,1,N/A
2016975,"May 26, 2021","New York",Brooklyn,"1535 Sterling Pl",0,1,N/A
2018831,"May 26, 2021",Montana,"Columbia Falls","200 block of Dawn Dr",0,1,N/A
2016960,"May 26, 2021",Washington,Seattle,"51st Ave S and S Ryan Way",0,2,N/A
2016401,"May 26, 2021",Nevada,"Las Vegas","1101 E Bonanza Rd",1,0,N/A
2018080,"May 26, 2021","South Carolina",Spartanburg,"Hanover Pl",0,2,N/A
2016587,"May 26, 2021","South Carolina",Clinton,"100 Countryside Cir",1,0,N/A
2016958,"May 26, 2021","North Dakota",Williston,"501 14th St W",0,0,N/A
2016954,"May 26, 2021",Alaska,Anchorage,"W 36th Ave and Arctic Blvd",0,1,N/A
2018061,"May 26, 2021","North Carolina",Salisbury,"200 block of N Green St",0,1,N/A
2018058,"May 26, 2021","North Carolina",Salisbury,"410 W 15th St",0,0,N/A
2018055,"May 26, 2021","North Carolina",Salisbury,"400 block of Clancy St",0,0,N/A
2016942,"May 26, 2021",Hawaii,"Pearl City","Moanalua Rd and Kaahumanu St",0,0,N/A
2016922,"May 26, 2021","New Jersey",Newark,"7th Ave and Stone St",0,1,N/A
2016894,"May 26, 2021",Pennsylvania,"Port Carbon","300 block of Coal St",0,1,N/A
2016888,"May 26, 2021",Pennsylvania,Philadelphia,"6000 block of Reinhard St",1,0,N/A
2017072,"May 26, 2021",Kentucky,Henderson,"601 Washington St",0,1,N/A
2016766,"May 26, 2021",Ohio,Warren,"300 block of Haymaker Ave",0,0,N/A
2016841,"May 26, 2021",Kentucky,Louisville,"I-265 and New Cut Rd",0,1,N/A
2016839,"May 26, 2021",Kentucky,Louisville,"4500 block of Bellevue Ave",1,0,N/A
2018766,"May 26, 2021",Ohio,Youngstown,"300 block of Imperial St",0,0,N/A
2016834,"May 26, 2021",Texas,Arlington,"2301 North Collins St",1,0,N/A
2016856,"May 26, 2021",Texas,Denton,"2411 I-35E",0,1,N/A
2016891,"May 26, 2021",Pennsylvania,Philadelphia,"2101 W Lehigh Ave",0,1,N/A
2017975,"May 26, 2021",California,Victorville,"13100 block of La Salle Circle",1,0,N/A
2021259,"May 26, 2021",California,"San Francisco","1800 block of Oakdale Ave",0,0,N/A
2017965,"May 26, 2021",Oklahoma,Harrah,"2700 block of N Peebly Rd",1,0,N/A
2016596,"May 26, 2021","West Virginia",Milton,"323 Summers Addition Rd",1,0,N/A
2016827,"May 26, 2021",Ohio,Columbus,"1227 Briarwood Ave",0,1,N/A
2017952,"May 26, 2021",Missouri,"Saint Louis","4200 block of Evans Ave",0,1,N/A
2016578,"May 26, 2021",Virginia,"Virginia Beach","5200 block of Shore Dr",0,1,N/A
2017856,"May 26, 2021","New York",Ithaca,"100 block of Hudson Pl",0,0,N/A
2017670,"May 26, 2021",Tennessee,"La Vergne","200 block of Fergus Rd",0,0,N/A
2016809,"May 26, 2021",California,Chico,"700 block of Ivy St",0,0,N/A
2017938,"May 25, 2021",Missouri,"Saint Louis","3400 block of Dunnica Ave",1,0,N/A
2015577,"May 25, 2021",Wisconsin,"Milwaukee (West Allis)","W Burnham St and S 60th St",0,1,N/A
2017931,"May 25, 2021",Missouri,Anderson,"Stephens Dr",1,0,N/A
2015568,"May 25, 2021",Ohio,Cincinnati,"Vine St and E 69th St",0,1,N/A
2015586,"May 25, 2021",Ohio,Cincinnati,"W McMicken Ave and Ohio Ave",1,0,N/A
2015565,"May 25, 2021",Ohio,"Maple Heights","Applegate Ave",0,1,N/A
2015523,"May 25, 2021",Ohio,Dayton,"3700 block of W 3rd St",0,1,N/A
