"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2021867,"June 1, 2021",Tennessee,Franklin,"Champions Cir and S Royal Oaks Blvd",0,0,N/A
2021624,"June 1, 2021",Illinois,Chicago,"4700 block of S Ada St",0,3,N/A
2021809,"June 1, 2021",Illinois,Chicago,"2200 block of W Diversey Pkwy",0,1,N/A
2021803,"June 1, 2021","South Carolina",Marion,"SC-576 and SC-41 ALT",1,0,N/A
2021772,"June 1, 2021",Texas,"San Antonio","Sahara Dr",0,1,N/A
2021798,"June 1, 2021","South Carolina",Conway,"2905 Church St",1,0,N/A
2021774,"June 1, 2021",Maryland,Baltimore,"1200 block of N Eden St",0,1,N/A
2021761,"June 1, 2021",Georgia,Griffin,"N Hill St and Northside Dr",0,0,N/A
2021747,"June 1, 2021",Georgia,Columbus,"Bismark Dr",1,0,N/A
2021743,"June 1, 2021","District of Columbia",Washington,"Polk St NE and Olive St NE",0,1,N/A
2021740,"June 1, 2021","District of Columbia",Washington,"1400 block of 41st St SE",0,1,N/A
2021720,"June 1, 2021",Georgia,Savannah,"1900 Westlake Ave",0,1,N/A
2021599,"June 1, 2021",Illinois,Chicago,"9102 S Wentworth Ave",1,0,N/A
2021558,"June 1, 2021",Michigan,Detroit,"1900 block of Woodbridge St",1,0,N/A
2021701,"June 1, 2021",Virginia,Hampton,"W Pembroke Ave and N Back River Rd",0,1,N/A
2021692,"June 1, 2021",Georgia,Evans,"542 Pheasant Run Dr",2,0,N/A
2021674,"June 1, 2021",Virginia,Lynchburg,"3400 block of Fort Ave",1,1,N/A
2021668,"June 1, 2021",Michigan,Pontiac,"Earlmoor St",0,1,N/A
2021660,"June 1, 2021",Georgia,Atlanta,"600 block of Hutchins Rd",0,1,N/A
2021655,"June 1, 2021",Georgia,Atlanta,"1030 Crown Pointe Pkwy",0,1,N/A
2021643,"June 1, 2021",Tennessee,Nashville,"1210 Murfreesboro Pike",1,0,N/A
2021633,"June 1, 2021",California,Fresno,"Van Ness Ave and Woodward Ave",1,0,N/A
2021586,"June 1, 2021",California,"Santa Clarita (Agua Dulce)","8710 Sierra Hwy",1,1,N/A
2021606,"June 1, 2021",Tennessee,Memphis,"Madison Ave and N Claybrook St",0,1,N/A
2021563,"June 1, 2021",Texas,"Fort Worth","2900 block of Jonah Dr",3,0,N/A
2021591,"June 1, 2021",Illinois,Chicago,"S Lowe Ave and W 122nd St",0,1,N/A
2021546,"June 1, 2021",Louisiana,"New Orleans","3700 block of Garden Oaks Dr",0,1,N/A
2021544,"June 1, 2021","New York",Brooklyn,"Hemlock St and Pitkin Ave",0,1,N/A
2021526,"June 1, 2021",Louisiana,"New Orleans","Abundance St and St Roch Ave",1,0,N/A
2021509,"June 1, 2021","New York",Bronx,"E 138th St and Exterior St",0,1,N/A
2021503,"June 1, 2021",Louisiana,Berwick,N/A,1,0,N/A
2021448,"June 1, 2021",Massachusetts,Pittsfield,"168 First Street",0,1,N/A
2021443,"June 1, 2021",Florida,"Hollywood (Miramar)",N/A,0,0,N/A
2021425,"June 1, 2021",Florida,Miami,"NW 22nd Ave and NW 46th St",1,0,N/A
2021422,"June 1, 2021",Connecticut,Hartford,"300 Capitol Ave #5100",0,0,N/A
2021411,"June 1, 2021",Florida,Jacksonville,"1000 block of W 28th St",0,1,N/A
2021410,"June 1, 2021",Missouri,"Saint Louis","N 7th St and Washington Ave",0,0,N/A
2021404,"June 1, 2021",Missouri,"Saint Louis","4216 Natural Bridge Ave",0,1,N/A
2021387,"June 1, 2021",Florida,"Fort Myers","2475 Central Ave",1,0,N/A
2021354,"June 1, 2021",Texas,"San Antonio","700 block of Iowa St",0,1,N/A
2021293,"June 1, 2021",Pennsylvania,"Homestead (Munhall)","900 block of E 8th Ave",1,1,N/A
2021226,"May 31, 2021",Louisiana,"New Orleans","Almonaster Ave and Jourdan Rd",0,1,N/A
2021224,"May 31, 2021",Arizona,Tucson,"100 block of W Prince Rd",0,0,N/A
2020935,"May 31, 2021",Ohio,Dayton,"Summit Square Dr",0,1,N/A
2021197,"May 31, 2021",Colorado,Boulder,"63rd St and Nautilus Dr",0,0,N/A
2020696,"May 31, 2021",Louisiana,"New Orleans","600 block of Poland Ave",0,1,N/A
2021093,"May 31, 2021",Kentucky,Louisville,"438 N 28th St",1,0,N/A
2021134,"May 31, 2021","New York",Brooklyn,"Knickerbocker Ave and Bleecker St",0,1,N/A
2021121,"May 31, 2021","New York",Utica,"Schuyler St and Knox St",0,1,N/A
2021111,"May 31, 2021","New York",Amsterdam,"Bunn St",0,1,N/A
2021099,"May 31, 2021","New York",Brentwood,"Morton St and Washington Ave",0,1,N/A
2020842,"May 31, 2021","New York",Brooklyn,"Dekalb Ave and Wyckoff Ave",0,1,N/A
2021082,"May 31, 2021",Virginia,Chesapeake,"3100 block of Sir Kay Ct",0,2,N/A
2021085,"May 31, 2021",Indiana,Indianapolis,"201 W 38th St",0,1,N/A
2020933,"May 31, 2021",Tennessee,Memphis,"150 Peabody Pl",0,1,N/A
2021049,"May 31, 2021",Illinois,Springfield,"E Ash St and S 19th St",0,0,N/A
2021877,"May 31, 2021",Texas,Killeen,"200 block of E Bryce Ave",0,0,N/A
2021866,"May 31, 2021",Illinois,Rockford,"Harrison Ave and Colorado Ave",0,0,N/A
2021032,"May 31, 2021","District of Columbia",Washington,"2400 block of Elvans Rd SE",0,1,N/A
2021855,"May 31, 2021",Texas,Houston,"4714 Paradise Ln",1,0,N/A
2021000,"May 31, 2021",Virginia,Hampton,"1700 block of W Pembroke Ave",0,1,N/A
2021820,"May 31, 2021",Texas,Houston,"900 block of San Jacinto St",0,1,N/A
2021009,"May 31, 2021",California,Vallejo,"500 block of Lincoln Rd E",0,1,N/A
2021805,"May 31, 2021",Illinois,Chicago,"700 block of W Garfield Blvd",0,1,N/A
2021080,"May 31, 2021",Illinois,Chicago,"7701 S Racine Ave",0,1,N/A
2020883,"May 31, 2021",Illinois,Chicago,"W 79th St and S Hermitage Ave",0,1,N/A
2021622,"May 31, 2021",Texas,Killeen,"2200 block of Dickens Dr",0,1,N/A
2020722,"May 31, 2021",Illinois,Chicago,"8708 S Houston Ave",0,1,N/A
2020576,"May 31, 2021",Illinois,Chicago,"5700 block of W Grand Ave",0,2,N/A
2021786,"May 31, 2021",Illinois,Chicago,"2400 block of W 53rd St",0,1,N/A
2020988,"May 31, 2021",Pennsylvania,Philadelphia,"500 block of N 16th St",2,0,N/A
2021776,"May 31, 2021",Maryland,Baltimore,"1900 block of W Fayette St",1,0,N/A
2020969,"May 31, 2021",Illinois,Peoria,"N Wisconsin Ave and E Arcadia Ave",0,1,N/A
2020960,"May 31, 2021",California,"San Jose","W Virginia St and Prevost St",1,0,N/A
2020764,"May 31, 2021",Texas,Houston,"1350 Greens Pkwy",1,0,N/A
2020953,"May 31, 2021",Maryland,Baltimore,"6500 block of Frankford Ave",0,1,N/A
2020947,"May 31, 2021",Wisconsin,Milwaukee,"2100 block of S 19th St",0,1,N/A
2020940,"May 31, 2021",Wisconsin,Milwaukee,"2600 block of N 28th St",1,0,N/A
2021727,"May 31, 2021",Michigan,Flint,"1 Hurley Plaza",0,1,N/A
2021737,"May 31, 2021","District of Columbia",Washington,"1700 block of W St SE",0,0,N/A
2021735,"May 31, 2021","District of Columbia",Washington,"Benning Rd SE and G St SE",0,1,N/A
2021722,"May 31, 2021","District of Columbia",Washington,"1400 block of L St SE",1,0,N/A
2021703,"May 31, 2021",Virginia,Portsmouth,"1400 block of Crawford Pkwy",1,0,N/A
2021697,"May 31, 2021",Illinois,Urbana,"1300 block of Ellis Dr",0,0,N/A
2021690,"May 31, 2021",Virginia,"Madison Heights","Sprouse Dr and Jeffery Loop",1,0,N/A
2021686,"May 31, 2021",Michigan,Ypsilanti,"1000 block of Nash Ave",0,0,N/A
2021681,"May 31, 2021",Michigan,Ypsilanti,"7000 block of Bunton Rd",0,1,N/A
2021673,"May 31, 2021",Georgia,Stockbridge,"1 Estates Ave",0,0,N/A
2020853,"May 31, 2021","New York",Rochester,"3rd St and Central Park",0,1,N/A
2020807,"May 31, 2021",California,"Los Angeles","6600 block of Makee Ave",2,1,N/A
2021657,"May 31, 2021",Georgia,Atlanta,"195 Fairburn Rd NW",1,1,N/A
2020846,"May 31, 2021","North Carolina",Charlotte,"5500 block of Twin Brook Dr",1,0,N/A
2021645,"May 31, 2021",Tennessee,Murfreesboro,"1600 block of Leaf Ave",1,0,N/A
2021636,"May 31, 2021",Texas,Bryan,"N Harvey Mitchell Pkwy and W Villa Maria Rd",0,0,N/A
2021603,"May 31, 2021",Florida,"Tampa (Carrollwood)","11000 block of Cypress Park St",1,0,N/A
2021613,"May 31, 2021",Illinois,Cicero,"23rd St and 55th Ave",0,1,N/A
2020566,"May 31, 2021",Texas,Houston,"2301 Main St",2,2,N/A
2021610,"May 31, 2021",Illinois,Chicago,"700 block of N Spaulding Ave",1,0,N/A
2021589,"May 31, 2021",Illinois,Chicago,"I-90 Express and I-55",0,1,N/A
2020792,"May 31, 2021",Texas,"San Antonio","E Martin St and Soledad St",0,1,N/A
2020802,"May 31, 2021",California,"Los Angeles","US-101 and Ventura Fwy",0,1,N/A
2021584,"May 31, 2021",Louisiana,"New Orleans","3600 block of Frenchmen St",0,1,N/A
2021152,"May 31, 2021",California,"Yucca Valley","Dumosa Ave and Sunnyslope Dr",2,0,N/A
2020791,"May 31, 2021",Arizona,Vail,AZ-83,0,0,N/A
2020794,"May 31, 2021",Michigan,Detroit,"7600 block of Holmes St",1,0,N/A
2021567,"May 31, 2021",California,Maywood,"6100 block of Wilcox Ave",1,0,N/A
2020785,"May 31, 2021",Wisconsin,Milwaukee,"N 27th St and W McKinley Blvd",1,0,N/A
2021560,"May 31, 2021",California,"Los Angeles","1300 block of Slauson Ave",1,1,N/A
2021136,"May 31, 2021","New York",Brooklyn,"835 Nostrand Ave",0,1,N/A
2021327,"May 31, 2021",Alabama,Eufaula,"McNab St",0,2,N/A
2021138,"May 31, 2021","New York","New York (Manhattan)","2672 8th Ave",0,1,N/A
2021127,"May 31, 2021","New York","Staten Island","231 Steuben St",0,2,N/A
2021130,"May 31, 2021","New York",Brooklyn,"Knickerbocker Ave",0,5,N/A
2021516,"May 31, 2021","New York","New York (Manhattan)","E 123rd St and Lexington Ave",1,1,N/A
2021450,"May 31, 2021",Florida,Orlando,"4398 W Colonial Dr",1,0,N/A
2021514,"May 31, 2021","New York",Bronx,"E 157th St and Courtlandt Ave",0,1,N/A
2021247,"May 31, 2021",Louisiana,"Baton Rouge","2225 College Dr",3,0,N/A
2021501,"May 31, 2021",Mississippi,Pascagoula,"Dunham St",1,0,N/A
2020743,"May 31, 2021",Texas,Dallas,"8550 N Stemmons Fwy",0,1,N/A
2020740,"May 31, 2021",Arizona,Goodyear,"W McDowell Rd and N Pebble Creek Parkway",1,0,N/A
2020733,"May 31, 2021",Arizona,Phoenix,"27th Ave and Indian School Rd",0,1,N/A
2020730,"May 31, 2021",Arizona,Phoenix,"N 31st Ave and W Van Buren St",1,0,N/A
2020727,"May 31, 2021",Alabama,Fairfield,"7201 Aaron Aronov Dr",0,2,N/A
2020439,"May 31, 2021",Arizona,Phoenix,"43rd Ave and Thunderbird Rd",0,1,N/A
2021474,"May 31, 2021",Massachusetts,"New Bedford","370 Middle St",0,0,N/A
2021444,"May 31, 2021",Texas,"Fort Worth","3900 block of Saddle Ridge Cir",0,3,N/A
2020632,"May 31, 2021",Texas,Dallas,"723 N Pearl St",1,0,N/A
2020625,"May 31, 2021",Missouri,"Kansas City","37th Terr and Montgall Ave",1,0,N/A
2021439,"May 31, 2021",Florida,"Miami (North Miami)","12705 NW 10th Ave",0,2,N/A
2021418,"May 31, 2021",Florida,Miami,"3100 block of N Miami Ave",1,1,N/A
2021369,"May 31, 2021",Connecticut,Hartford,"100 block of Amherst St",1,0,N/A
2021427,"May 31, 2021",Florida,"Miami Beach","Ocean Dr and First St",0,2,N/A
2020616,"May 31, 2021",Florida,Jacksonville,"1000 block of Pickettville Rd",0,3,N/A
2021240,"May 31, 2021",Missouri,"Saint Louis","2800 block of Blackforest Dr",1,0,N/A
2021398,"May 31, 2021",Missouri,"Saint Louis","8800 block of N Broadway",0,4,N/A
2021335,"May 31, 2021",Missouri,"Saint Louis","5900 block of Romaine Pl",1,0,N/A
2021393,"May 31, 2021",Florida,"Fort Myers Beach","Estero Blvd and Ave C",0,0,N/A
2021389,"May 31, 2021",Wisconsin,Milwaukee,"1700 block of W Forest Home Ave",1,0,N/A
2021384,"May 31, 2021",Wisconsin,Milwaukee,"3100 block of N 35th St",0,1,N/A
2021381,"May 31, 2021",Connecticut,Bridgeport,"Willow St and Clermont Ave",0,2,N/A
2021375,"May 31, 2021",Wisconsin,Racine,"Erie St and Third Mile Rd",0,1,N/A
2021371,"May 31, 2021",Florida,"Fort Pierce","3302 Atlantic Beach Blvd",0,1,N/A
2021365,"May 31, 2021",Wisconsin,Oshkosh,"700 block of Cherry St",0,1,N/A
2021363,"May 31, 2021",Wisconsin,Milwaukee,"E Chambers St and N Palmer St",1,0,N/A
2021359,"May 31, 2021",Tennessee,Memphis,"2700 block of Pueblo Ave",0,1,N/A
2021356,"May 31, 2021",Wisconsin,Milwaukee,"1919 W Fond Du Lac Ave",1,0,N/A
2021351,"May 31, 2021",Texas,"San Antonio","10362 Sahara Dr",0,1,N/A
2021349,"May 31, 2021",Washington,Seattle,"15th Ave NE and NE Ravenna Blvd",1,0,N/A
2021347,"May 31, 2021",Washington,Vancouver,"200 block of E 27th St",1,0,N/A
2021337,"May 31, 2021",Nebraska,Omaha,"Fort St and N 18th St",0,1,N/A
2021332,"May 31, 2021",Alabama,Mobile,"Dauphin Island Pkwy and Nicholas Ln",0,1,N/A
2021316,"May 31, 2021",Oklahoma,"Oklahoma City","NW 16th St and Meridian Ave",0,1,N/A
2021309,"May 31, 2021",Louisiana,"New Orleans","2000 block of Mirabeau Ave",0,1,N/A
2020630,"May 31, 2021",Indiana,Indianapolis,"100 block of S Colorado Ave",0,1,N/A
2021304,"May 31, 2021",Alabama,Calera,"Co Rd 954",1,0,N/A
2021291,"May 31, 2021",Louisiana,Tallula,N/A,0,1,N/A
2021253,"May 31, 2021",Louisiana,Shreveport,"5000 block of Westwood Park Dr",1,0,N/A
2021276,"May 31, 2021",Louisiana,Shreveport,"Montana St and Hanna St",1,0,N/A
2021266,"May 31, 2021",Louisiana,Shreveport,"3700 block of Fairfield Ave",0,1,N/A
2021263,"May 31, 2021",California,Bakersfield,"4600 block of Parkwood Court",2,0,N/A
2021257,"May 31, 2021",California,Bakersfield,"Lake St",0,1,N/A
2021255,"May 31, 2021",California,Hesperia,"11400 block of Fashion Ct",0,1,N/A
2021251,"May 31, 2021",Louisiana,"Baton Rouge","Jean St and Addison St",1,0,N/A
2021233,"May 31, 2021",Louisiana,"New Orleans",N/A,0,1,N/A
2021231,"May 31, 2021",California,Nipomo,"N Thompson Ave and Day St",0,1,N/A
2020407,"May 30, 2021",Oklahoma,Antlers,N/A,1,0,N/A
2021222,"May 30, 2021",California,"Santa Maria","Boone St and Curryer St",1,0,N/A
2021216,"May 30, 2021",Louisiana,"New Orleans","Avalon Way and Curran Blvd",0,0,N/A
2020401,"May 30, 2021",Nevada,Sparks,"1955 Oddie Blvd",0,1,N/A
2020403,"May 30, 2021",Oklahoma,Tulsa,"4646 S Fulton Ave",0,1,N/A
2019985,"May 30, 2021",Louisiana,Metairie,"500 block of N Elm St",1,1,N/A
2019950,"May 30, 2021",Pennsylvania,Pittsburgh,"1700 block of E Carson St",0,3,N/A
2020399,"May 30, 2021",Nevada,"North Las Vegas","E Lake Mead Blvd and N Webster St",1,0,N/A
2020392,"May 30, 2021",Oklahoma,Tulsa,"E Marshall St and Martin Luther King Jr Blvd",1,1,N/A
2020383,"May 30, 2021",Nevada,"Las Vegas","3995 E Charleston Blvd",1,0,N/A
2020942,"May 30, 2021",Ohio,Cleveland,"3700 block of Prospect Ave",1,0,N/A
2020386,"May 30, 2021","New York",Poughkeepsie,"Dubois Ave and Smith St",0,1,N/A
2019751,"May 30, 2021",Alabama,Aliceville,"7th Street NE",1,4,N/A
2021203,"May 30, 2021",Ohio,Columbus,"144 N Wall St",0,1,N/A
2020373,"May 30, 2021",Oklahoma,Tulsa,"S Elgin Ave and E 2nd St",0,1,N/A
2020370,"May 30, 2021",Louisiana,Slidell,"58000 block of Lynn Rd",1,0,N/A
2020368,"May 30, 2021",Ohio,Youngstown,"Sherwood Ave and Glenwood Ave",0,1,N/A
2020366,"May 30, 2021",Pennsylvania,Bethlehem,"13th Ave and Prospect Ave",0,1,N/A
2021177,"May 30, 2021",Louisiana,"New Orleans","2000 block of Mirabeau Ave",0,2,N/A
2021108,"May 30, 2021",Kentucky,Owensboro,"600 block of Orchard St",0,1,N/A
2020348,"May 30, 2021","New York","Niagara Falls","1600 block of Linwood Ave",1,1,N/A
2020345,"May 30, 2021",Ohio,Cincinnati,"Williamsburg Dr",0,1,N/A
2020342,"May 30, 2021",Indiana,Indianapolis,"2800 block of Boulevard Pl",0,1,N/A
2021159,"May 30, 2021",Kentucky,Radcliff,N/A,1,0,N/A
2020325,"May 30, 2021",Ohio,Columbus,"111 E Town St",0,1,N/A
2021101,"May 30, 2021",Kentucky,Louisville,"Colonial Oaks Ct",0,1,N/A
2019928,"May 30, 2021",Kentucky,Louisville,"3503 7th Street Rd",2,0,N/A
2021147,"May 30, 2021",Kentucky,Madisonville,"401 Madison Square Dr",0,0,N/A
2020320,"May 30, 2021",Ohio,Columbus,"3100 block of Caralee Dr",0,1,N/A
2020318,"May 30, 2021","North Carolina",Burlington,"1000 block of Tucker St",0,0,N/A
2021141,"May 30, 2021",Kentucky,Corbin,"Adkins St",0,1,N/A
2020307,"May 30, 2021",Tennessee,Memphis,"3630 Fiat Cove",0,1,N/A
2020298,"May 30, 2021","New York",Bronx,"E 228th St and Lowerre Pl",0,1,N/A
2021123,"May 30, 2021","New York","West Babylon","Schenectady Ave and Essex St",1,0,N/A
2020293,"May 30, 2021",Mississippi,Gulfport,"3318 39th Ave",0,1,N/A
2021119,"May 30, 2021","New York","Corona (Queens)","94th St and 30th Ave",1,0,N/A
2020286,"May 30, 2021","North Carolina","Elizabeth City","611 S Martin Luther King Jr Dr",1,0,N/A
2020284,"May 30, 2021","North Carolina",Charlotte,"Nations Ford Rd and Farmhurst Dr",0,1,N/A
2019655,"May 30, 2021","New York",Albany,"206 Quail St",1,0,N/A
2020278,"May 30, 2021","New Jersey",Paterson,"Mercer St and Warren St",0,1,N/A
2020255,"May 30, 2021","South Carolina",Greenville,"1509 Grove Rd",1,0,N/A
2020253,"May 30, 2021",Maryland,Baltimore,"500 block of N Denison St",0,1,N/A
2020302,"May 30, 2021",Tennessee,Memphis,"4087 Eagle River Rd",0,1,N/A
2021879,"May 30, 2021",Illinois,Rockford,"8th St and 4th Ave",0,0,N/A
2021045,"May 30, 2021",Tennessee,Kingsport,"Hall Rd",0,1,N/A
2021043,"May 30, 2021",Tennessee,Nashville,"24th Ave N and McKinney Ave",0,1,N/A
2020441,"May 30, 2021",Texas,Houston,"9757 Pine Lake Dr",0,1,N/A
2020145,"May 30, 2021","New York","New York (Manhattan)","2253 3rd Ave",1,0,N/A
2021781,"May 30, 2021",Illinois,Chicago,"S Kildare Ave and W Congress Pkwy",0,1,N/A
2020993,"May 30, 2021",Virginia,Roanoke,"600 block of 11th St NW",0,1,N/A
2021825,"May 30, 2021",Texas,Houston,"8513 Cambridge St",1,2,N/A
2021784,"May 30, 2021","South Carolina",Columbia,"7128 Parklane Rd",0,1,N/A
2020108,"May 30, 2021",Illinois,Chicago,"1953 S Trumbull Ave",0,1,N/A
2019926,"May 30, 2021",Kentucky,Louisville,"3600 block of Georgetown Pl",1,0,N/A
2021759,"May 30, 2021",Illinois,Chicago,"2800 block of S Kedvale Ave",0,1,N/A
2020963,"May 30, 2021",Maryland,Columbia,"6000 block of Foreland Garth",0,1,N/A
2020036,"May 30, 2021",Maryland,"District Heights","7704 Marlboro Pike",1,0,N/A
2020587,"May 30, 2021",Illinois,Chicago,"7200 block of S Artesian Ave",0,1,N/A
2020431,"May 30, 2021",Maryland,Baltimore,"3500 block of Spaulding Ave",3,0,N/A
2020065,"May 30, 2021",Illinois,Chicago,"10540 S Yates Ave",0,1,N/A
2019771,"May 30, 2021",Illinois,Chicago,"1200 block of S Lake Shore Dr",0,1,N/A
2020085,"May 30, 2021",Wisconsin,Milwaukee,"N 20th St and W Clarke St",0,1,N/A
2020923,"May 30, 2021","North Carolina",Wilmington,"1565 Sandlapper Way",0,1,N/A
2021717,"May 30, 2021",Michigan,Detroit,"1500 block of Taylor St",0,1,N/A
2021714,"May 30, 2021","West Virginia",Parkersburg,"4400 block of 17th Ave",1,0,N/A
2021050,"May 30, 2021","West Virginia",Bluefield,"3410 Coal Heritage Rd",1,0,N/A
2021707,"May 30, 2021",Illinois,"East Saint Louis","400 block of N 26th St",1,0,N/A
2020059,"May 30, 2021",Maryland,Baltimore,"2300 block of Orleans St",0,1,N/A
2019969,"May 30, 2021",Tennessee,Memphis,"4300 block of Eastwind Dr",0,1,N/A
2019737,"May 30, 2021",Maryland,Baltimore,"1400 block of W Mulberry St",1,1,N/A
2020050,"May 30, 2021",Michigan,Detroit,"Martin St and Edward Ave",1,0,N/A
2020983,"May 30, 2021",Illinois,Rantoul,"Sycamore Ln and Rosewood Dr",0,2,N/A
2020863,"May 30, 2021",California,Sacramento,"5100 block of Scarborough Way",1,0,N/A
2020861,"May 30, 2021",Connecticut,Hamden,"200 block of Circular Ave",1,0,N/A
2020489,"May 30, 2021",Virginia,Lynchburg,"200 block of York St",1,0,N/A
2020848,"May 30, 2021",California,Laton,"Coleman Ave",0,1,N/A
2020844,"May 30, 2021",California,Fresno,"3876 N Blackstone Ave",0,1,N/A
2020836,"May 30, 2021",California,Atwater,"Nashua St and Swaps St",0,2,N/A
2021637,"May 30, 2021",Florida,Tallahassee,"Royal Oaks Dr",0,0,N/A
2020564,"May 30, 2021",Illinois,Chicago,N/A,0,1,N/A
2021193,"May 30, 2021",Illinois,Harvey,"14400 block of Union Ave",1,0,N/A
2021593,"May 30, 2021",Tennessee,Memphis,"Decatur St",1,0,N/A
2020815,"May 30, 2021","South Carolina",Irmo,"N Royal Tower Dr and Oak Hampton Rd",0,0,N/A
2020805,"May 30, 2021","South Carolina","North Charleston","8182 Windsor Hill Blvd",0,1,N/A
2020761,"May 30, 2021",Michigan,Detroit,"I-75 and Mack Ave",1,0,N/A
2019989,"May 30, 2021","West Virginia",Wheeling,"1044 Market St",0,1,N/A
2019987,"May 30, 2021",Louisiana,"Baton Rouge","2320 S Sherwood Forest Blvd",0,1,N/A
2020790,"May 30, 2021",Texas,"San Antonio","5200 Blanco Rd",0,0,N/A
2019956,"May 30, 2021",Minnesota,Minneapolis,"600 block of 2nd Ave S",0,1,N/A
2020784,"May 30, 2021",Georgia,Columbus,"Nina St and 18th Ave",0,0,N/A
2020782,"May 30, 2021",Texas,Harlingen,N/A,0,0,N/A
2019967,"May 30, 2021",Mississippi,Jackson,"Bailey Ave",1,0,N/A
2020776,"May 30, 2021",Michigan,Saginaw,"3400 block of Brookwood St",1,0,N/A
2019965,"May 30, 2021",Minnesota,Minneapolis,"1500 block of Nicollet Ave",0,1,N/A
2019905,"May 30, 2021",Minnesota,Minneapolis,"2600 block of 17th Ave S",0,1,N/A
2020772,"May 30, 2021",Michigan,Kalamazoo,"1000 block of Interfaith Blvd",0,1,N/A
2020771,"May 30, 2021",Georgia,Savannah,"W DeRenne Ave",0,0,N/A
2019941,"May 30, 2021",Minnesota,Minneapolis,"1400 block of Portland Ave",0,1,N/A
2019939,"May 30, 2021",Pennsylvania,Pittsburgh,"900 block of Arlington Ave",0,1,N/A
2020767,"May 30, 2021",Michigan,Detroit,"4500 block of Pennsylvania St",2,0,N/A
2020759,"May 30, 2021",Texas,Dallas,"9759 Forest Ln",0,1,N/A
2020701,"May 30, 2021",Louisiana,"New Orleans","500 block of Delery St",1,2,N/A
2019922,"May 30, 2021",Pennsylvania,Philadelphia,"11th St and Olney Ave",1,0,N/A
2020756,"May 30, 2021",Michigan,Detroit,"I-96 and Greenfield Rd",0,0,N/A
2020752,"May 30, 2021",Georgia,Augusta,"2995 Riverwatch Pkwy",1,0,N/A
2019890,"May 30, 2021",Texas,Houston,"4920 Marable Dr",0,0,N/A
2020226,"May 30, 2021",Alabama,Tuscaloosa,"1601 Mimosa Park Rd",1,0,N/A
2019873,"May 30, 2021",Texas,"San Antonio","5539 UTSA Blvd",0,0,N/A
2019861,"May 30, 2021",California,Oakland,"Monticello Ave and Fairfax Ave",0,1,N/A
2020498,"May 30, 2021",Connecticut,Southington,"2344 Meriden-Waterbury Rd",0,0,N/A
2020724,"May 30, 2021",Florida,Riverview,"10000 block of Zackary Cir",1,0,N/A
2019748,"May 30, 2021",Texas,Houston,"2700 block of Vance St",0,1,N/A
2020720,"May 30, 2021",Wisconsin,Milwaukee,"2300 block of N 17th St",0,1,N/A
2019741,"May 30, 2021",Wisconsin,Milwaukee,"S 10th St and W National Ave",0,1,N/A
2020714,"May 30, 2021",Wisconsin,Milwaukee,"1900 block of S 14th St",0,1,N/A
2020668,"May 30, 2021",Texas,Austin,"8500 block of Shoal Creek Blvd",0,1,N/A
2019622,"May 30, 2021",Florida,Miami,"7630 NW 186th St",2,21,N/A
2020636,"May 30, 2021",Florida,"North Miami Beach","1205 NE 163rd St",0,1,N/A
2020340,"May 30, 2021",Indiana,Indianapolis,"6700 block of Greenwich Dr",1,0,N/A
2021452,"May 30, 2021",Florida,"Mount Dora","7000 block of Holly St",1,0,N/A
2020627,"May 30, 2021",Florida,"Opa Locka","2300 block of Rutland St",0,1,N/A
2021423,"May 30, 2021",Texas,Amarillo,"800 block of S Florida St",0,1,N/A
2020620,"May 30, 2021",Florida,Jacksonville,"11300 block of N Main St",0,1,N/A
2019787,"May 30, 2021",Illinois,Chicago,"2400 block of E 78th St",0,2,N/A
2019776,"May 30, 2021",Texas,"El Paso","5959 N Mesa St",0,1,N/A
2020614,"May 30, 2021",Missouri,"Saint Louis","N Broadway and Pope Ave",0,1,N/A
2020606,"May 30, 2021",Illinois,Chicago,"8300 block of S Vincennes Ave",0,1,N/A
2020599,"May 30, 2021",Missouri,"Saint Louis","8300 block of N Broadway",0,1,N/A
2021396,"May 30, 2021",Florida,"Cape Coral","100 Hancock Bridge Pkwy",0,1,N/A
2019735,"May 30, 2021",Minnesota,Minneapolis,"2400 block of Golden Valley Rd",0,1,N/A
2020561,"May 30, 2021",Illinois,Chicago,"7300 block of N Rogers Ave",0,1,N/A
2020623,"May 30, 2021",Wisconsin,Milwaukee,"S 29th St and W Cleveland Ave",1,0,N/A
2020535,"May 30, 2021",Illinois,Chicago,"6718 S Stony Island Ave",0,4,N/A
2020515,"May 30, 2021",Washington,Kennewick,"1100 block of N Cleveland St",0,0,N/A
2020509,"May 30, 2021",Oregon,Springfield,"400 block of Broadway St",0,1,N/A
2020354,"May 30, 2021",Oklahoma,Tulsa,"2900 block of S Harvard Ave",1,0,N/A
2021339,"May 30, 2021",Nebraska,Bellevue,"6900 block of S 27th St",1,0,N/A
2020357,"May 30, 2021",Alabama,Mobile,"Wesley Ln",1,0,N/A
2020494,"May 30, 2021",Connecticut,Groton,"403 Pleasant Valley Rd S",0,1,N/A
2020492,"May 30, 2021",Connecticut,Hartford,"400 block of New Britain Ave",0,1,N/A
2021302,"May 30, 2021",Arkansas,"Little Rock","40th St and Malloy St",0,1,N/A
2020221,"May 30, 2021",Alabama,Tuscaloosa,"1000 Hargrove Rd E",1,0,N/A
2021287,"May 30, 2021",Louisiana,"West Monroe","1616 Arkansas Rd",0,2,N/A
